contract_id,case_filed_yr,case_filed_month,jurisdiction,zip,assign_atty,case_type_x,settlement_offer,amount_billed,contract_dup,case_type_y,hours_worked
 680 4476C016,2012,3,Virginia            ,22939,712,5219.0,0.0,274200.0,True,5219.0,27.0
001050X387   ,2013,12,Virginia            ,22655,100,5223.0,1000.0,35300.0,False,,
008A397824   ,2013,12,Mississippi         ,39056,416,5121.0,2780000.0,92800.0,False,,
008C805410   ,2013,2,Tennessee           ,38127,416,5224.0,10000000.0,44500.0,False,,
 680 1615L826,2012,4,New York            ,14845,91,5219.0,0.0,330100.0,False,5219.0,25.0
 680 1A779830,2012,5,Colorado            ,80498,691,5106.0,0.0,326500.0,False,5101.0,138.0
 680 1A779830,2012,5,Colorado            ,80498,691,5106.0,0.0,326500.0,False,5106.0,18.0
 680 6B633500,2012,3,California          ,95134,651,5219.0,0.0,35400.0,False,5219.0,3.0
008359L221   ,2013,12,New Jersey          ,7105,620,5121.0,19508000.0,402400.0,False,,
00319M6784   ,2013,11,Connecticut         ,6897,940,5223.0,12000.0,142900.0,False,,
 680 5B062215,2012,8,Washington          ,98007,91,5219.0,0.0,277200.0,False,5102.0,14450.0
 680 5B062215,2012,8,Washington          ,98007,91,5219.0,0.0,277200.0,False,5101.0,10780.0
 680 5B062215,2012,8,Washington          ,98007,91,5219.0,0.0,277200.0,False,5219.0,193.0
 680 9038P680,2012,5,Georgia             ,30117,758,5122.0,100000.0,20800.0,False,5122.0,52.0
 680 4B417900,2012,2,Massachusetts       ,2301,712,5122.0,0.0,1300.0,False,5219.0,71.0
 680 4B417900,2012,2,Massachusetts       ,2301,712,5122.0,0.0,1300.0,False,5122.0,30.0
 680 4B417900,2012,2,Massachusetts       ,2301,712,5219.0,0.0,60800.0,True,5219.0,71.0
 680 4B417900,2012,2,Massachusetts       ,2301,712,5219.0,0.0,60800.0,True,5122.0,30.0
000C835099   ,2013,8,Mississippi         ,38676,169,5122.0,639000.0,114800.0,False,,
 680 2381M040,2012,6,New Jersey          ,7746,599,5119.0,0.0,54300.0,False,5119.0,25.0
003A675876   ,2013,7,New Jersey          ,8051,911,5223.0,101000.0,285200.0,False,,
 680 6B755331,2012,8,Maine               ,4401,712,5219.0,0.0,77500.0,False,5219.0,18.0
 680 2956R613,2012,6,California          ,91945,712,5219.0,0.0,576900.0,False,5219.0,64.0
 680 6030L689,2012,8,California          ,90071,926,5219.0,0.0,316800.0,False,5219.0,11631.0
001033X538   ,2013,12,Texas               ,77386,100,5232.0,20000000.0,19300.0,False,,
 680 5449X154,2012,4,Missouri            ,64804,741,5119.0,0.0,153800.0,False,5119.0,700.0
009677M879   ,2013,10,New Jersey          ,7306,134,5223.0,5000.0,339400.0,False,,
 680 2B618947,2012,1,Georgia             ,30060,612,5119.0,0.0,25400.0,False,5119.0,124.0
 680 6E395713,2012,8,Oregon              ,97205,926,5119.0,0.0,100900.0,False,5119.0,13.0
005208W77A   ,2013,10,Georgia             ,30655,636,5121.0,2184000.0,32800.0,False,,
006C82806A   ,2013,1,Massachusetts       ,1970,970,5125.0,10000000.0,8600.0,False,,
 680 0960R54A,2012,6,Pennsylvania        ,18512,651,5219.0,0.0,4800.0,False,5219.0,3.0
 680 9280B768,2012,7,Massachusetts       ,1540,712,5219.0,0.0,128700.0,False,5219.0,20.0
005A206705   ,2013,7,Massachusetts       ,2151,620,5121.0,10790000.0,349600.0,False,,
006924B917   ,2013,4,South Carolina      ,29732,620,5223.0,60000000.0,198000.0,False,,
 680 6C082613,2012,8,California          ,90047,712,5219.0,0.0,509300.0,False,5219.0,664.0
006A642899   ,2013,9,Oklahoma            ,74426,596,5121.0,3439000.0,229700.0,False,,
 680 2B481951,2012,3,Illinois            ,60160,440,5121.0,63046000.0,515700.0,False,5121.0,373.0
 680 4A910079,2012,8,California          ,90623,651,5119.0,0.0,9600.0,False,5119.0,185.0
 680 4A910079,2012,8,California          ,90623,651,5119.0,0.0,9600.0,False,5102.0,125.0
 PACP2586C129,2012,1,Texas               ,79701,712,5233.0,0.0,282700.0,False,5233.0,21.0
 PACP4403N771,2012,5,Texas               ,79912,712,5122.0,1050000.0,108100.0,True,5122.0,31.0
005D865328   ,2013,8,District of Columbia,20009,612,5121.0,4000000.0,118700.0,False,,
000184P605   ,2013,10,Texas               ,77036,543,5145.0,0.0,57800.0,False,,
000184P605   ,2013,10,Texas               ,77036,543,5122.0,0.0,454200.0,True,,
00480M4349   ,2013,12,Indiana             ,46227,620,5223.0,10000000.0,138300.0,False,,
00340M2062   ,2013,11,New York            ,10011,189,5122.0,0.0,118000.0,False,,
008310N594   ,2013,8,Texas               ,75070,456,5121.0,8407000.0,151700.0,False,,
 680 2918M308,2012,8,West Virginia       ,25427,719,5119.0,0.0,6600.0,False,5119.0,76.0
001C09663A   ,2013,7,Kentucky            ,40509,665,5122.0,156000.0,23400.0,False,,
008B63023A   ,2013,6,New York            ,10607,612,5223.0,20000000.0,153400.0,False,,
 680 3B545242,2012,3,Montana             ,59015,712,5119.0,0.0,38900.0,False,5219.0,26.0
 680 3B545242,2012,3,Montana             ,59015,712,5119.0,0.0,38900.0,False,5119.0,35.0
 680 3B545242,2012,3,Montana             ,59015,712,5219.0,0.0,97500.0,True,5219.0,26.0
 680 3B545242,2012,3,Montana             ,59015,712,5219.0,0.0,97500.0,True,5119.0,35.0
008A582046   ,2013,12,New York            ,14217,496,5122.0,800000.0,30700.0,False,,
00189C3537   ,2013,10,Virginia            ,22027,416,5122.0,1156000.0,22500.0,False,,
007D586071   ,2013,10,Colorado            ,80525,612,5121.0,12000000.0,122400.0,False,,
 680 4696X978,2012,3,New York            ,14075,651,5219.0,0.0,51500.0,False,5219.0,590.0
008D555798   ,2013,11,Mississippi         ,39042,665,5122.0,17422000.0,454900.0,False,,
 680 5C967718,2012,8,California          ,93401,599,5106.0,0.0,6600.0,False,5106.0,2.0
 680 5C967718,2012,8,California          ,93401,599,5106.0,0.0,6600.0,False,5102.0,41.0
 680 8D236289,2012,8,California          ,94112,712,5219.0,0.0,158900.0,False,5219.0,79.0
008957M093   ,2013,12,New Jersey          ,7653,134,5223.0,9000.0,457000.0,False,,
 680 5472X201,2012,8,Ohio                ,43221,595,5119.0,0.0,11300.0,False,5119.0,23.0
007958R865   ,2013,12,Texas               ,78041,100,5223.0,14000.0,622800.0,False,,
005A774536   ,2013,8,Minnesota           ,55921,169,5121.0,4867000.0,440100.0,False,,
005A774536   ,2013,8,Minnesota           ,55921,169,5224.0,10000000.0,34700.0,True,,
 680 6410X743,2012,4,Maine               ,4579,741,5122.0,312000.0,50000.0,False,5122.0,57.0
 680 5282A911,2012,3,Connecticut         ,6511,712,5219.0,0.0,154100.0,False,5121.0,11.0
 680 5282A911,2012,3,Connecticut         ,6511,712,5219.0,0.0,154100.0,False,5219.0,36.0
 680 5282A911,2012,3,Connecticut         ,6511,712,5121.0,2214000.0,101200.0,True,5121.0,11.0
 680 5282A911,2012,3,Connecticut         ,6511,712,5121.0,2214000.0,101200.0,True,5219.0,36.0
 PACP2B395237,2012,1,Texas               ,75050,49,5132.0,0.0,104400.0,False,5132.0,180.0
 PACP2B395237,2012,1,Texas               ,75050,49,5132.0,0.0,104400.0,False,5102.0,847.0
 680 2D556133,2012,8,California          ,91106,926,5119.0,0.0,69900.0,False,5119.0,75.0
 680 2D556133,2012,8,California          ,91106,926,5119.0,0.0,69900.0,False,5102.0,500.0
009C536240   ,2013,4,New Jersey          ,8088,970,5125.0,10000000.0,22900.0,False,,
 680 1380N329,2012,8,California          ,92111,595,5219.0,0.0,94000.0,False,5219.0,692.0
001D087314   ,2013,4,Georgia             ,30360,612,5121.0,20305000.0,252000.0,False,,
001D682791   ,2013,6,New York            ,12196,612,5223.0,60000000.0,639300.0,False,,
004B274552   ,2013,3,Connecticut         ,6108,100,5119.0,0.0,59900.0,False,,
 680 1689N646,2012,3,Pennsylvania        ,15136,712,5119.0,0.0,97500.0,False,5219.0,59.0
 680 1689N646,2012,3,Pennsylvania        ,15136,712,5119.0,0.0,97500.0,False,5119.0,9.0
 680 1689N646,2012,3,Pennsylvania        ,15136,712,5219.0,0.0,576400.0,True,5219.0,59.0
 680 1689N646,2012,3,Pennsylvania        ,15136,712,5219.0,0.0,576400.0,True,5119.0,9.0
 680 1541R434,2012,6,Ohio                ,45858,745,5122.0,108000.0,27900.0,False,5122.0,108.0
 680 1541R434,2012,6,Ohio                ,45858,745,5122.0,108000.0,27900.0,False,5223.0,84.0
005907M477   ,2013,8,New Jersey          ,7111,612,5121.0,0.0,617600.0,False,,
 680 9155L615,2012,2,New Mexico          ,87109,456,5119.0,0.0,267200.0,False,5119.0,91.0
005D175471   ,2013,8,Texas               ,75074,100,5122.0,0.0,44500.0,False,,
003A529812   ,2013,7,North Carolina      ,28092,665,5223.0,24008000.0,216100.0,True,,
 680 2388N417,2012,8,Illinois            ,60458,712,5213.0,0.0,2300.0,True,5213.0,22.0
003D560457   ,2013,9,Arizona             ,85260,620,5121.0,183325000.0,1108700.0,False,,
009C014646   ,2013,2,Mississippi         ,38701,100,5122.0,800000.0,46700.0,False,,
 680 9062H032,2012,2,New York            ,10552,755,5122.0,9026000.0,331900.0,False,5122.0,54.0
 680 1232P629,2012,8,New York            ,10014,599,5219.0,0.0,46500.0,False,5219.0,25.0
006D339178   ,2013,10,Wisconsin           ,53209,612,5121.0,20570000.0,365800.0,False,,
008C110335   ,2013,1,Massachusetts       ,1752,989,5122.0,50000.0,18500.0,False,,
006307M212   ,2013,8,Maine               ,4930,100,5122.0,695000.0,30900.0,False,,
001A405205   ,2013,6,Colorado            ,80487,612,5121.0,9528000.0,131900.0,False,,
001A405205   ,2013,6,Colorado            ,80487,612,5145.0,10000000.0,13500.0,True,,
 680 3B183459,2012,8,Massachusetts       ,2090,712,5122.0,321000.0,44700.0,False,5122.0,282.0
 680 7447C862,2012,7,District of Columbia,20002,612,5223.0,73000.0,245000.0,False,5223.0,3939.0
 680 4B105154,2012,3,New Jersey          ,7866,92,5119.0,0.0,57500.0,False,5119.0,106.0
 680 4B105154,2012,3,New Jersey          ,7866,92,5119.0,0.0,57500.0,False,5102.0,38.0
001D766175   ,2013,7,Minnesota           ,55337,956,5219.0,0.0,89800.0,False,,
001D766175   ,2013,7,Minnesota           ,55337,956,5223.0,373000.0,1579300.0,True,,
 680 854W7514,2012,8,New York            ,11726,755,5121.0,21632000.0,548400.0,False,5121.0,141.0
 680 854W7514,2012,8,New York            ,11726,755,5121.0,21632000.0,548400.0,False,5119.0,68.0
 680 854W7514,2012,8,New York            ,11726,755,5119.0,0.0,52900.0,True,5121.0,141.0
 680 854W7514,2012,8,New York            ,11726,755,5119.0,0.0,52900.0,True,5119.0,68.0
00278K2618   ,2013,12,New York            ,10523,636,5122.0,290000.0,29000.0,False,,
00408D2662   ,2013,2,Wyoming             ,82801,612,5121.0,0.0,689000.0,False,,
008D66236A   ,2013,12,Minnesota           ,55431,169,5122.0,1200000.0,129000.0,False,,
 680 4B350485,2012,8,Washington          ,98424,651,5119.0,0.0,24200.0,False,5119.0,74.0
005917R088   ,2013,9,Alabama             ,35208,665,5223.0,1041000.0,34200.0,False,,
001915X781   ,2013,12,Georgia             ,30529,612,5121.0,3993000.0,106000.0,False,,
 680 8B060393,2012,8,Virginia            ,23452,742,5119.0,0.0,2800.0,False,5119.0,20.0
002D002068   ,2013,5,South Carolina      ,29148,42,5121.0,3306000.0,278900.0,False,,
 680 5648W958,2012,1,Delaware            ,19947,712,5122.0,359000.0,38700.0,False,5122.0,3.0
007879L081   ,2013,12,North Carolina      ,27615,169,5224.0,10000000.0,35100.0,False,,
002692R142   ,2013,8,Alabama             ,35127,665,5122.0,1920000.0,57000.0,False,,
002692R142   ,2013,8,Alabama             ,35127,665,5121.0,3330000.0,48600.0,True,,
 680 1396L809,2012,8,New York            ,10036,612,5223.0,5000.0,134000.0,False,5223.0,80788.0
003654C823   ,2013,3,Wisconsin           ,53020,101,5121.0,5034000.0,94200.0,False,,
000D427179   ,2013,3,Illinois            ,60660,100,5223.0,2000.0,47900.0,False,,
 PACP2627N899,2012,3,Texas               ,78724,49,5132.0,0.0,279700.0,False,5122.0,1343.0
 PACP2627N899,2012,3,Texas               ,78724,49,5132.0,0.0,279700.0,False,5132.0,2299.0
 PACP2627N899,2012,3,Texas               ,78724,49,5122.0,3624000.0,369300.0,True,5122.0,1343.0
 PACP2627N899,2012,3,Texas               ,78724,49,5122.0,3624000.0,369300.0,True,5132.0,2299.0
004970R547   ,2013,9,District of Columbia,20010,620,5121.0,7575000.0,155700.0,False,,
006C437822   ,2013,12,North Carolina      ,28202,620,5121.0,34138000.0,977900.0,False,,
003203A399   ,2013,8,Louisiana           ,71291,665,5121.0,2029000.0,62800.0,False,,
008B090662   ,2013,5,North Carolina      ,28273,416,5224.0,10000000.0,13200.0,True,,
 680 6C19401A,2012,8,New York            ,12566,712,5219.0,0.0,76100.0,False,5219.0,67.0
007574H681   ,2013,12,Connecticut         ,6103,612,5121.0,4328000.0,193500.0,False,,
003C108916   ,2013,8,Minnesota           ,55109,612,5121.0,67600000.0,402500.0,False,,
 680 7857N590,2012,7,Washington          ,98409,712,5219.0,0.0,159200.0,False,5219.0,237.0
00821W1428   ,2013,7,New York            ,11414,612,5224.0,10000000.0,32300.0,False,,
008D531358   ,2013,12,New Jersey          ,7503,612,5121.0,6400000.0,194200.0,False,,
009437L538   ,2013,12,New York            ,14004,561,5121.0,4161000.0,90300.0,False,,
001653C90A   ,2013,9,Vermont             ,5701,636,5121.0,4122000.0,76900.0,False,,
008350X565   ,2013,6,South Carolina      ,29571,676,5223.0,20000000.0,112200.0,False,,
 680 9A051024,2012,8,Rhode Island        ,2910,742,5122.0,4600000.0,606300.0,False,5122.0,357.0
 PACP3041X257,2012,1,Texas               ,75035,156,5233.0,0.0,8700.0,False,5233.0,806.0
 680 4161N870,2012,6,Illinois            ,60706,620,5223.0,54000.0,77700.0,False,5223.0,23.0
000C137390   ,2013,6,Missouri            ,63131,169,5224.0,20000000.0,20700.0,False,,
000C137390   ,2013,6,Missouri            ,63131,169,5122.0,260000.0,45300.0,True,,
 680 1604R289,2012,8,California          ,95035,599,5119.0,0.0,147500.0,False,5119.0,1110.0
 680 2809B44A,2012,8,Massachusetts       ,1002,651,5219.0,0.0,5900.0,False,5219.0,118.0
004C094352   ,2013,12,Nevada              ,89115,10,5121.0,139475000.0,1727900.0,False,,
004C094352   ,2013,12,Nevada              ,89115,10,5122.0,520000.0,16900.0,True,,
008D982711   ,2013,11,Minnesota           ,55102,989,5223.0,31000.0,73500.0,False,,
007643L990   ,2013,12,District of Columbia,20005,169,5122.0,1040000.0,101600.0,False,,
007227L908   ,2013,12,Illinois            ,60464,620,5223.0,20000000.0,655800.0,False,,
000D364232   ,2013,3,Arkansas            ,72015,665,5121.0,6566000.0,85300.0,False,,
00408Y2613   ,2013,9,Ohio                ,44145,719,5224.0,10000000.0,56600.0,False,,
 680 1369B178,2012,2,Pennsylvania        ,18064,91,5106.0,0.0,2100.0,False,5102.0,69.0
 680 1369B178,2012,2,Pennsylvania        ,18064,91,5106.0,0.0,2100.0,False,5106.0,15.0
 680 425H4759,2012,8,California          ,93635,91,5119.0,0.0,90400.0,False,5102.0,143.0
 680 425H4759,2012,8,California          ,93635,91,5119.0,0.0,90400.0,False,5119.0,48.0
005A487707   ,2013,9,Georgia             ,30068,100,5122.0,16650000.0,635200.0,True,,
 680 2230L856,2012,4,North Carolina      ,28792,593,5121.0,8840000.0,362000.0,False,5121.0,5.0
 680 266W717A,2012,8,California          ,90042,103,5219.0,0.0,5000.0,False,5219.0,6.0
 680 0C15341A,2012,6,New Jersey          ,8876,91,5119.0,0.0,42500.0,False,5102.0,40.0
 680 0C15341A,2012,6,New Jersey          ,8876,91,5119.0,0.0,42500.0,False,5119.0,6.0
00451H476A   ,2013,9,Illinois            ,60051,620,5224.0,10000000.0,1600.0,False,,
005816N852   ,2013,5,Indiana             ,47401,620,5121.0,157861000.0,2361400.0,False,,
 680 6B918308,2012,6,Pennsylvania        ,19462,651,5106.0,0.0,56700.0,False,5106.0,1255.0
 680 2264L301,2012,8,California          ,92057,926,5119.0,0.0,80500.0,False,5119.0,240.0
007C668880   ,2013,1,Texas               ,75116,112,5122.0,1000000.0,141800.0,False,,
 680 8785A022,2012,8,Massachusetts       ,2115,573,5119.0,0.0,8800.0,False,5119.0,8.0
 680 3434N805,2012,8,California          ,92504,651,5119.0,0.0,6800.0,False,5119.0,79.0
 680 9A903981,2012,8,Massachusetts       ,2301,91,5219.0,0.0,56700.0,True,5219.0,297.0
 680 9A903981,2012,8,Massachusetts       ,2301,91,5219.0,0.0,56700.0,True,5202.0,15.0
000108C100   ,2013,8,Tennessee           ,38134,612,5121.0,32908000.0,855200.0,False,,
 680 3100P131,2012,1,New York            ,13040,665,5121.0,9000000.0,96900.0,False,5121.0,12.0
 680 2367C719,2012,1,Pennsylvania        ,17068,651,5119.0,0.0,12000.0,False,5219.0,99.0
 680 2367C719,2012,1,Pennsylvania        ,17068,651,5119.0,0.0,12000.0,False,5119.0,31.0
 680 2367C719,2012,1,Pennsylvania        ,17068,651,5219.0,0.0,5300.0,True,5219.0,99.0
 680 2367C719,2012,1,Pennsylvania        ,17068,651,5219.0,0.0,5300.0,True,5119.0,31.0
 680 1083P158,2012,8,California          ,92020,712,5219.0,0.0,224600.0,False,5219.0,17.0
 680 1D00409A,2012,8,California          ,95928,712,5219.0,0.0,129900.0,False,5219.0,65.0
009221M827   ,2013,1,Tennessee           ,38017,914,5122.0,602000.0,95700.0,False,,
008C000908   ,2013,2,Alabama             ,35206,471,5122.0,400000.0,76000.0,False,,
001D770625   ,2013,6,Oklahoma            ,74133,676,5223.0,20000000.0,86500.0,False,,
003750A395   ,2013,9,Pennsylvania        ,16335,713,5224.0,5000000.0,7300.0,False,,
 680 7B907734,2012,8,Washington          ,98225,712,5121.0,2163000.0,48200.0,False,5121.0,18.0
 680 0C262219,2012,6,Alabama             ,35906,134,5121.0,0.0,42400.0,False,5121.0,102.0
 680 6B97547A,2012,5,California          ,95110,994,5122.0,4953000.0,37100.0,True,5122.0,141.0
006291M928   ,2013,9,Illinois            ,60653,620,5223.0,10000000.0,27200.0,False,,
00503M4810   ,2013,12,Ohio                ,44122,169,5122.0,344000.0,52800.0,False,,
001387M046   ,2013,5,North Carolina      ,27893,10,5121.0,8456000.0,241400.0,False,,
005479P212   ,2013,2,Arizona             ,85044,620,5121.0,75660000.0,919200.0,False,,
001646L502   ,2013,4,Colorado            ,80302,612,5121.0,20590000.0,296400.0,False,,
 680 4218M557,2012,7,Washington          ,98002,712,5219.0,0.0,103000.0,False,5219.0,8.0
001931A242   ,2013,11,Connecticut         ,6606,970,5125.0,0.0,1300.0,False,,
002B593094   ,2013,12,Kentucky            ,40475,915,5125.0,10000000.0,5700.0,False,,
001A469157   ,2013,6,Wisconsin           ,54701,416,5119.0,0.0,56600.0,False,,
001A469157   ,2013,6,Wisconsin           ,54701,416,5122.0,150000.0,12300.0,True,,
008530P408   ,2013,4,Tennessee           ,38464,169,5224.0,10000000.0,135700.0,False,,
 680 4A718504,2012,7,California          ,95932,543,5106.0,0.0,34300.0,False,5106.0,150.0
 680 4A718504,2012,7,California          ,95932,543,5106.0,0.0,34300.0,False,5219.0,5145.0
 680 4A718504,2012,7,California          ,95932,543,5219.0,0.0,100600.0,True,5106.0,150.0
 680 4A718504,2012,7,California          ,95932,543,5219.0,0.0,100600.0,True,5219.0,5145.0
 PACP4D120923,2012,8,Texas               ,78704,651,5132.0,0.0,5400.0,False,5132.0,80.0
005831P642   ,2013,1,New Mexico          ,87301,135,5121.0,6221000.0,166100.0,False,,
 680 4891X317,2012,8,Georgia             ,30040,620,5121.0,71571000.0,1056600.0,False,5121.0,416.0
005C428077   ,2013,11,Idaho               ,83616,169,5224.0,10000000.0,76800.0,False,,
 680 301M7971,2012,8,California          ,94043,712,5219.0,0.0,145200.0,False,5219.0,276.0
003B350278   ,2013,3,Indiana             ,46322,620,5121.0,30450000.0,452400.0,False,,
008639L083   ,2013,12,Texas               ,75098,612,5121.0,2628000.0,297300.0,False,,
 680 5214X365,2012,8,California          ,90293,691,5219.0,0.0,33800.0,False,5201.0,1290.0
 680 5214X365,2012,8,California          ,90293,691,5219.0,0.0,33800.0,False,5202.0,454.0
 680 5214X365,2012,8,California          ,90293,691,5219.0,0.0,33800.0,False,5219.0,2922.0
 680 7162L95A,2012,8,Georgia             ,30260,612,5121.0,57315000.0,845700.0,False,5121.0,12156.0
007916C855   ,2013,10,New Jersey          ,7030,620,5121.0,6582000.0,202400.0,False,,
004D68916A   ,2013,8,Oklahoma            ,74074,100,5224.0,10000000.0,56300.0,False,,
009500N688   ,2013,10,Texas               ,75901,40,5224.0,0.0,16100.0,False,,
 680 2694N168,2012,3,California          ,91201,712,5119.0,0.0,11200.0,False,5119.0,27.0
 680 2694N168,2012,3,California          ,91201,712,5119.0,0.0,11200.0,False,5122.0,91.0
 680 2694N168,2012,3,California          ,91201,712,5122.0,643000.0,21700.0,True,5119.0,27.0
 680 2694N168,2012,3,California          ,91201,712,5122.0,643000.0,21700.0,True,5122.0,91.0
00329M7190   ,2013,12,Georgia             ,30021,612,5121.0,2040000.0,65800.0,False,,
 680 6567X168,2012,8,California          ,92704,156,5219.0,0.0,11500.0,False,5219.0,25.0
 680 4B170394,2012,4,New Jersey          ,7002,599,5121.0,35000000.0,618200.0,True,5121.0,412.0
009909R123   ,2013,11,Illinois            ,61604,612,5121.0,22281000.0,340200.0,False,,
004A178095   ,2013,7,Minnesota           ,55414,10,5121.0,13541000.0,439600.0,False,,
007A852409   ,2013,10,Virginia            ,20175,913,5223.0,413000.0,545800.0,False,,
 PACP8149L149,2012,8,Texas               ,75093,926,5132.0,0.0,1239900.0,True,5132.0,83.0
 680 2385C381,2012,8,Pennsylvania        ,19036,712,5219.0,0.0,164700.0,False,5219.0,47.0
 680 2464B500,2012,8,Ohio                ,44122,651,5219.0,0.0,60500.0,False,5219.0,19.0
001486H565   ,2013,6,Nebraska            ,68130,665,5224.0,10000000.0,56000.0,False,,
 PACP1207X174,2012,3,Texas               ,78624,712,5233.0,0.0,211700.0,True,5233.0,69.0
 680 3G990733,2012,8,California          ,92707,994,5122.0,1030000.0,8600.0,False,5122.0,51.0
007C847476   ,2013,2,Indiana             ,46254,676,5121.0,36000000.0,596400.0,False,,
007D581407   ,2013,10,New York            ,10455,612,5223.0,36000.0,808400.0,False,,
003869C698   ,2013,4,North Carolina      ,28262,620,5121.0,76307000.0,943800.0,False,,
 680 7A680656,2012,8,California          ,94804,719,5219.0,0.0,85000.0,False,5219.0,60.0
 680 7A680656,2012,8,California          ,94804,719,5219.0,0.0,85000.0,False,5223.0,22.0
 680 6E889504,2012,8,New Jersey          ,7840,994,5119.0,0.0,78700.0,False,5119.0,425.0
007349N362   ,2013,8,Connecticut         ,6840,44,5145.0,10000000.0,2400.0,False,,
 680 9354P178,2012,7,Missouri            ,63049,712,5219.0,0.0,88800.0,False,5219.0,32.0
 680 2A405203,2012,6,New Jersey          ,8879,712,5119.0,0.0,43200.0,False,5121.0,165.0
 680 2A405203,2012,6,New Jersey          ,8879,712,5119.0,0.0,43200.0,False,5119.0,25.0
 680 2A405203,2012,6,New Jersey          ,8879,712,5121.0,5093000.0,139900.0,True,5121.0,165.0
 680 2A405203,2012,6,New Jersey          ,8879,712,5121.0,5093000.0,139900.0,True,5119.0,25.0
 680 6577M304,2012,8,California          ,91910,92,5119.0,0.0,36000.0,False,5119.0,56.0
 680 6577M304,2012,8,California          ,91910,92,5119.0,0.0,36000.0,False,5102.0,12.0
 PACP5257X469,2012,8,Texas               ,75075,712,5122.0,768000.0,82800.0,False,5122.0,21.0
005C241587   ,2013,10,Colorado            ,80120,636,5121.0,9672000.0,37400.0,False,,
 680 1144M614,2012,3,Colorado            ,81001,91,5219.0,0.0,2100.0,False,5219.0,118.0
009B722495   ,2013,7,South Carolina      ,29072,169,5224.0,10000000.0,115800.0,False,,
003219M882   ,2013,6,Massachusetts       ,2719,984,5223.0,513000.0,979100.0,False,,
008D148333   ,2013,11,New York            ,10607,620,5223.0,80000000.0,407200.0,False,,
000C521559   ,2013,6,Oklahoma            ,73701,100,5219.0,0.0,56800.0,False,,
004376M467   ,2013,8,Utah                ,84065,620,5121.0,240000000.0,401600.0,False,,
000D347782   ,2013,4,Kentucky            ,40342,676,5121.0,30858000.0,371400.0,False,,
006C767233   ,2013,1,New York            ,13501,661,5122.0,4546000.0,86100.0,False,,
00846H4705   ,2013,7,Alabama             ,35401,638,5121.0,2742000.0,118900.0,False,,
002A808342   ,2013,6,Massachusetts       ,1581,112,5145.0,10000000.0,3400.0,False,,
 680 7460X209,2012,4,New York            ,10001,597,5119.0,0.0,8100.0,False,5119.0,300.0
003C758753   ,2013,1,Missouri            ,64064,169,5122.0,400000.0,48200.0,False,,
002C331526   ,2013,10,Massachusetts       ,2184,169,5122.0,0.0,18900.0,False,,
007393H464   ,2013,12,Oklahoma            ,73119,676,5121.0,4584000.0,685100.0,False,,
004300W618   ,2013,7,New York            ,10314,612,5223.0,10000000.0,228600.0,False,,
 680 8299P403,2012,8,Illinois            ,60477,926,5119.0,0.0,1283400.0,False,5119.0,256.0
 680 8299P403,2012,8,Illinois            ,60477,926,5119.0,0.0,1283400.0,False,5202.0,50.0
 680 1345L035,2012,4,Delaware            ,19702,416,5119.0,0.0,42300.0,False,5119.0,20.0
 680 1345L035,2012,4,Delaware            ,19702,416,5119.0,0.0,42300.0,False,5101.0,1914.0
006D085611   ,2013,9,Colorado            ,80110,951,5122.0,521000.0,87900.0,False,,
 680 4B504128,2012,3,California          ,93454,665,5122.0,4100000.0,39200.0,False,5122.0,181.0
 680 4B504128,2012,3,California          ,93454,665,5122.0,4100000.0,39200.0,False,5223.0,256.0
000303P900   ,2013,10,Colorado            ,80203,169,5121.0,4089000.0,112000.0,False,,
 680 8840M131,2012,8,Connecticut         ,6604,712,5219.0,0.0,958100.0,False,5219.0,41.0
 680 4616N87A,2012,6,Connecticut         ,6824,712,5121.0,6365000.0,103600.0,False,5121.0,4.0
 680 4616N87A,2012,6,Connecticut         ,6824,712,5121.0,6365000.0,103600.0,False,5119.0,161.0
 680 4616N87A,2012,6,Connecticut         ,6824,712,5119.0,0.0,65300.0,True,5121.0,4.0
 680 4616N87A,2012,6,Connecticut         ,6824,712,5119.0,0.0,65300.0,True,5119.0,161.0
 680 8A824617,2012,8,Oklahoma            ,73759,543,5106.0,0.0,8700.0,False,5106.0,21.0
 680 8A824617,2012,8,Oklahoma            ,73759,543,5106.0,0.0,8700.0,False,5102.0,33.0
006A506226   ,2013,9,New York            ,14215,595,5122.0,0.0,143200.0,False,,
 680 8943L763,2012,8,Washington          ,98004,620,5121.0,290000000.0,3055100.0,False,5121.0,427.0
 680 7039X923,2012,8,Delaware            ,19806,620,5121.0,106831000.0,1289600.0,False,5121.0,20.0
 680 8618P977,2012,8,California          ,92562,651,5119.0,0.0,17400.0,False,5119.0,456.0
 680 2292X896,2012,1,Maryland            ,21209,620,5121.0,315894000.0,2571400.0,False,5223.0,7.0
 680 2292X896,2012,1,Maryland            ,21209,620,5121.0,315894000.0,2571400.0,False,5121.0,30.0
 680 2292X896,2012,1,Maryland            ,21209,620,5223.0,96000.0,161700.0,True,5223.0,7.0
 680 2292X896,2012,1,Maryland            ,21209,620,5223.0,96000.0,161700.0,True,5121.0,30.0
 680 7B918503,2012,6,Virginia            ,20147,92,5219.0,0.0,28700.0,False,5219.0,1.0
 PACP7248P13A,2012,8,Texas               ,77705,994,5132.0,0.0,526900.0,False,5132.0,261.0
006786L604   ,2013,9,Louisiana           ,70791,945,5223.0,33000.0,158200.0,False,,
