"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","hours_worked"
" 680 8326M885","2013","12","Nebraska            ","68701","169","05121",52
" 680 6490P110","2012","03","New Jersey          ","08110","651","05102",25
" 680 2D550779","2013","07","Minnesota           ","55044","169","05122",29
" 680 7E131232","2012","08","Alabama             ","35244","926","05119",335
" 680 8D532994","2013","12","Missouri            ","64424","988","05130",50
" 680 3745X851","2012","03","Colorado            ","81601","092","05219",47
" 680 3A684511","2012","08","New Jersey          ","08902","712","05122",3522
" 680 9571B523","2012","08","New York            ","10019","651","05119",693
" 680 1C14059A","2013","07","New Hampshire       ","03223","100","05223",52
" 680 6856N061","2012","06","California          ","91205","599","05119",126
" 680 2D846911","2013","06","New Jersey          ","07011","100","05219",393
" 680 4734X373","2012","03","New Jersey          ","07730","665","05119",932
" 680 8A463684","2012","08","California          ","95003","712","05219",60
" 680 5C394322","2013","11","Kentucky            ","40065","639","05122",405
" 680 4633M753","2013","07","North Carolina      ","28621","169","05122",24
" 680 1137N968","2012","01","Oklahoma            ","73110","712","05219",13
" 680 6A33672A","2013","10","Colorado            ","80206","665","05121",11
" 680 5485X718","2012","04","California          ","93726","546","05119",32
" 680 786D5441","2013","11","New Jersey          ","07060","612","05223",272
" 680 8083N786","2012","08","Massachusetts       ","02149","090","05202",821
" 680 4438M277","2013","07","Minnesota           ","55435","416","05121",45
" PACP1035X323","2012","08","Texas               ","76111","712","05233",34
" 680 8682H874","2013","03","Illinois            ","60563","453","05122",459
" 680 4D971742","2013","08","Connecticut         ","06010","100","05223",24
" 680 5507N207","2012","08","New Jersey          ","07440","712","05121",39
" 680 8718H68A","2013","12","Wisconsin           ","53209","620","05223",11287
" 680 962Y2033","2013","07","Massachusetts       ","01845","612","05122",23
" 680 6482C436","2012","06","Massachusetts       ","01760","756","05122",9
" 680 9A887699","2012","08","New York            ","10920","592","05102",3
" 680 5148B336","2012","08","Illinois            ","60477","651","05119",37
" 680 3639C414","2012","08","Massachusetts       ","02482","651","05201",112
" 680 2030W667","2013","07","Pennsylvania        ","15212","665","05224",602
" 680 6228B358","2012","01","Massachusetts       ","01534","712","05219",151
" 680 1D268518","2013","04","Texas               ","76504","137","05224",46
" PACP5747P573","2012","08","Texas               ","76048","712","05121",453
" 680 8A370001","2013","10","Nebraska            ","68111","169","05121",21
" 680 8003R813","2013","08","Virginia            ","23320","169","05224",8
" 680 1947P52A","2012","08","Washington          ","98203","651","05106",78
" 680 8261C87A","2013","01","Colorado            ","80521","620","05121",190
" 680 6D360244","2013","10","Michigan            ","49508","416","05122",1
" 680 6D434680","2013","10","Arizona             ","85712","612","05121",14
" 680 1356B91A","2012","02","New Hampshire       ","03077","092","05101",206
" 680 5890H10A","2013","08","South Carolina      ","29401","416","05122",27
" 680 7D087337","2013","10","Utah                ","84101","612","05121",157
" 680 8C306485","2013","01","Georgia             ","30080","100","05122",10
" 680 5129X890","2012","08","California          ","92025","599","05101",60
" 680 2286M583","2013","04","Michigan            ","48227","112","05122",100
" 680 7C344283","2013","04","District of Columbia","20036","665","05224",3736
" 680 7351M13A","2012","08","New Jersey          ","08758","712","05119",25
" 680 1D340570","2013","04","Illinois            ","60634","620","05121",54
" 680 5368H588","2013","08","New Jersey          ","08817","665","05121",46
" PACP2323X853","2012","01","Texas               ","76015","712","05122",562
" 680 5156M689","2013","07","Ohio                ","43035","416","05122",250
" 680 5326H192","2013","08","Texas               ","76904","612","05121",730
" 680 6282H404","2012","08","Maryland            ","21842","620","05223",13
" 680 2806L131","2012","07","California          ","92131","926","05119",13
" 680 9142M572","2013","12","Nevada              ","89115","612","05121",28
" PACP0652M094","2012","02","Texas               ","75093","712","05233",341
" 680 0C485949","2012","06","California          ","90280","712","05119",234
" 680 2822P768","2013","12","Georgia             ","30040","676","05223",2391
" 680 9141H649","2012","08","North Dakota        ","58501","416","05121",70
" 680 3434N805","2012","08","California          ","92504","651","05119",79
" 680 7797N700","2013","08","New York            ","10002","718","05122",302
" 680 61L27893","2012","06","New York            ","10004","651","05119",10
" 680 6711C852","2013","07","Oregon              ","97034","612","05121",78
" 680 5D440916","2013","08","Illinois            ","60148","010","05223",2405
" 680 961Y591A","2012","07","Mississippi         ","39574","712","05219",28
" 680 6389C499","2013","07","Mississippi         ","38921","665","05121",39
" 680 9C651229","2013","07","Virginia            ","23223","543","05122",206
" 680 3060R161","2012","07","California          ","91355","612","05121",465
" 680 6A480894","2012","08","California          ","94133","651","05119",423
" 680 8436X312","2013","07","Colorado            ","80228","100","05219",61
" 680 8C116917","2013","04","Colorado            ","80422","042","05121",6
" 680 7392M29A","2013","10","Pennsylvania        ","18017","010","05121",177
" 680 250M4806","2013","10","Illinois            ","60030","620","05224",2390
" 680 4D340410","2013","07","Virginia            ","20191","169","05145",37
" 680 3D866028","2012","08","California          ","91602","651","05119",34
" 680 4A950876","2012","08","Nevada              ","89101","651","05202",16232
" 680 5D409507","2013","08","Montana             ","59901","612","05121",25
" 680 529M7204","2013","12","Alabama             ","35205","010","05121",96
" 680 8648H070","2012","03","Kansas              ","67846","651","05105",411
" 680 2973R161","2012","07","Pennsylvania        ","19134","651","05119",93
" 680 7099L826","2013","11","New Jersey          ","07657","432","05122",10
" 680 8B381152","2012","08","California          ","95132","651","05119",69
" 680 4A108530","2013","07","Michigan            ","48207","665","05119",250
" 680 7570C434","2013","08","New Jersey          ","08822","676","05223",14200
" 680 3510X251","2012","03","New Jersey          ","07110","600","05121",415
" 680 6023R588","2012","08","California          ","93212","712","05219",40
" 680 3C960297","2012","08","California          ","92627","712","05122",50
" 680 5D43832A","2013","08","Kentucky            ","40361","676","05223",1314
" 680 214M7558","2012","08","California          ","94509","592","05102",48
" 680 9C318654","2012","08","Georgia             ","30549","994","05119",290
" 680 4667R294","2013","08","Georgia             ","30165","100","05223",797
" 680 6A507978","2012","08","Michigan            ","48207","620","05106",1331
" 680 0565R563","2012","06","New Hampshire       ","03461","090","05219",2501
" 680 90K96302","2012","07","Virginia            ","22801","651","05219",64
" 680 4D263184","2013","07","North Carolina      ","27349","169","05122",50
" 680 2B761518","2013","02","New Mexico          ","87124","100","05219",3
" 680 7487M308","2012","01","Virginia            ","22042","091","05102",28
" 680 0C813396","2013","07","Virginia            ","20121","984","05223",203
" 680 7B39479A","2012","06","California          ","94501","691","05219",182
" 680 4C956349","2013","12","Texas               ","75039","169","05122",500
" 680 7890X812","2013","04","Michigan            ","48504","090","05121",557
" 680 2412C363","2012","08","Arizona             ","85018","572","05119",70
" 680 3A704004","2013","07","New York            ","12901","665","05122",57
" 680 7C737078","2013","01","Arizona             ","85701","101","05223",240
" 680 8874N535","2013","09","Kentucky            ","40206","620","05121",100
" 680 4770B664","2013","09","Utah                ","84060","612","05121",23
" 680 3398C21A","2012","08","Pennsylvania        ","19444","599","05219",1846
" 680 4C911172","2013","11","New York            ","11206","169","05122",10
" 680 93K31275","2012","05","New Jersey          ","07201","546","05119",25
" 680 6946N423","2013","07","Pennsylvania        ","18052","665","05121",137
" 680 0E492876","2013","12","Kansas              ","66224","169","05223",722
" 680 564M0176","2013","11","Texas               ","75044","169","05224",2063
" 680 2A492017","2013","06","Connecticut         ","06705","620","05223",2643
" 680 5932P705","2012","08","Massachusetts       ","02181","090","05102",49
" 680 0329C824","2012","08","Massachusetts       ","01462","593","05119",153
" 680 2937X297","2013","01","Arizona             ","85040","184","05122",70
" 680 0140C90A","2012","06","New York            ","13760","651","05219",186
" 680 5097N724","2012","06","Illinois            ","60510","599","05219",1423
" 680 8101H469","2012","01","Wisconsin           ","53186","416","05219",189
" 680 1C174162","2013","07","North Carolina      ","27520","612","05223",20
" 680 5109R442","2013","08","Nevada              ","89135","620","05121",576
" 680 59G41501","2013","06","Iowa                ","51555","612","05121",84
" 680 7430M851","2012","08","California          ","90014","612","05121",44
" 680 7261C810","2013","09","Virginia            ","22030","612","05121",150
" 680 6B705155","2012","08","California          ","93901","091","05106",126
" 680 3872P500","2013","12","Massachusetts       ","01608","612","05122",25
" 680 5C284968","2013","12","Arkansas            ","72450","641","05145",49
" 680 6D425216","2013","10","New Mexico          ","88231","718","05121",295
" 680 3D412669","2013","07","Iowa                ","50266","566","05122",7
" 680 3647N903","2012","04","Alabama             ","36117","994","05122",293
" 680 7552N71A","2012","07","Utah                ","84108","651","05219",5
" 680 9B766584","2013","05","Indiana             ","47408","620","05121",187
" 680 4199M434","2012","07","Minnesota           ","56560","612","05219",9
" 680 4C094561","2012","08","Kentucky            ","41071","600","05119",14
" 680 6405X20A","2013","04","Wisconsin           ","53566","620","05224",37
" 680 6351X044","2012","03","New Jersey          ","08053","456","05106",16
" 680 7552N167","2012","07","California          ","90746","496","05122",309
" 680 3151L630","2013","07","Kansas              ","67214","665","05223",736
" PACP3B064169","2012","08","Texas               ","77034","651","05102",58
" 680 5073X005","2012","03","New Jersey          ","07083","712","05119",23
" 680 0E541389","2013","12","New Jersey          ","07631","416","05121",142
" 680 4A911537","2013","08","Illinois            ","60091","043","05122",9
" 680 1A437774","2013","05","Illinois            ","60641","100","05219",7
" 680 6A878151","2013","09","Georgia             ","30291","169","05224",412
" 680 614D0327","2012","07","New York            ","12524","651","05119",4
" 680 7177R249","2012","08","New Jersey          ","07006","651","05219",540
" 680 1766R137","2012","08","Connecticut         ","06710","712","05122",13
" 680 2850L596","2012","05","Indiana             ","46202","651","05219",944
" 680 6A694350","2013","10","Utah                ","84404","010","05121",164
" 680 9A021646","2013","01","Colorado            ","80751","665","05122",9
" 680 4748R426","2013","07","Texas               ","79413","129","05122",1296
" 680 7435C605","2012","08","Nevada              ","89101","600","05121",1255
" 680 9631N744","2013","10","Pennsylvania        ","19036","620","05145",42
" 680 7158H685","2012","08","Tennessee           ","38103","747","05119",6
" 680 1526X799","2013","01","South Carolina      ","29827","136","05224",2417
" 680 9129B362","2012","07","Georgia             ","30317","712","05219",371
" 680 4A532132","2013","07","Arizona             ","85283","719","05122",51
" 680 7C239434","2013","01","North Carolina      ","27502","924","05223",75
" 680 833C5099","2013","08","North Carolina      ","27606","010","05122",2
" 680 6764C427","2013","08","New York            ","10024","641","05122",975
" 680 5192L503","2013","07","New Jersey          ","07731","010","05121",5892
" PACP8270L029","2012","08","Texas               ","75206","926","05132",98
" 680 8355X303","2012","04","California          ","90036","599","05219",1751
" 680 5B071642","2012","04","New Jersey          ","07013","712","05119",25
" 680 2B211103","2013","12","Connecticut         ","06033","719","05122",500
" 680 9071L886","2012","01","Illinois            ","60477","599","05119",286
" 680 3B321455","2012","08","New Jersey          ","08050","712","05119",40
" 680 1887C242","2013","12","North Carolina      ","27529","676","05223",10
" 680 6242R16A","2013","08","Massachusetts       ","01537","456","05145",29
" 680 8750C117","2012","08","Alabama             ","35160","092","05201",1
" 680 9279B106","2013","07","New York            ","13126","640","05224",12
" 680 2D882123","2013","07","Idaho               ","83852","561","05224",115
" 680 2C459048","2013","08","Texas               ","78247","100","05232",25
" 680 6C119973","2012","08","California          ","95401","926","05119",50
" 680 8682L13A","2012","02","Massachusetts       ","02364","749","05119",78
" 680 6472X604","2012","03","Minnesota           ","55316","651","05106",68
" 680 0C646080","2012","07","Arizona             ","85035","531","05219",19
" 680 9A793578","2012","08","New Hampshire       ","03104","090","05201",1
" 680 6D599578","2013","09","Illinois            ","61111","010","05119",53
" 680 6800M414","2013","11","Texas               ","78702","169","05224",157
" PACP8866M785","2012","08","Texas               ","79109","718","05101",178
" 680 4D626344","2013","08","Georgia             ","30067","620","05223",18063
" 680 6521H444","2012","08","Massachusetts       ","01257","599","05102",155
" 680 6C08163A","2012","08","Arizona             ","85034","651","05105",118
" 680 2028A257","2012","08","Florida             ","32216","599","05223",674
" 680 5296X723","2012","08","Michigan            ","49007","612","05121",81
" 680 6C853080","2013","12","Texas               ","75115","112","05224",1085
" 680 8825P757","2013","03","Tennessee           ","38104","110","05121",100
" 680 3642P270","2013","12","Missouri            ","65806","612","05121",18
" 680 8207H080","2012","08","Pennsylvania        ","19335","841","05223",12511
" 680 248M8691","2012","08","California          ","95367","712","05122",41
" 680 4568C17A","2012","08","Massachusetts       ","02301","612","05121",46
" 680 8329C775","2012","08","New York            ","14226","712","05121",26
" 680 2B738195","2012","06","New Jersey          ","08080","609","05219",2445
" 680 867Y8669","2013","05","South Carolina      ","29651","454","05119",20
" PACP7B443425","2012","05","Texas               ","77027","998","05106",219
" 680 3D975976","2013","07","Colorado            ","80215","100","05223",55
" 680 7D531127","2013","10","Illinois            ","60622","620","05121",40
" PACP1306N314","2012","08","Texas               ","75074","091","05102",89
" PACP8608P357","2012","08","Texas               ","75212","712","05132",526
" 680 3150L436","2012","06","Washington          ","98271","572","05219",170
" 680 1D874740","2013","05","New York            ","12019","593","05122",32
" 680 6A629994","2013","12","New Jersey          ","07036","612","05223",50
" 680 2892B186","2012","06","Massachusetts       ","01721","712","05122",195
" 680 7789P050","2012","04","Oregon              ","97062","596","05106",9
" 680 5D32375A","2013","09","Montana             ","59105","010","05121",1519
" 680 8718H68A","2013","12","Wisconsin           ","53209","620","05121",187
" 680 3813W057","2013","06","Illinois            ","60462","620","05121",23240
" 680 2B310639","2012","08","California          ","92128","691","05101",49
" 680 1C733056","2013","08","Mississippi         ","39759","010","05224",8722
" 680 3C073310","2012","08","Iowa                ","51501","712","05219",35
" 680 406M3322","2012","08","Colorado            ","80537","712","05219",1235
" 680 8B076968","2012","08","Georgia             ","30024","743","05223",29
" 680 4135A452","2012","08","Florida             ","33712","712","05219",28
" 680 9C317922","2013","03","Arizona             ","85340","612","05223",50
" 680 97K30028","2013","07","Massachusetts       ","02131","612","05121",62
" 680 761D3551","2013","10","New Jersey          ","07105","612","05121",396
" 680 2D113358","2013","04","Michigan            ","49048","612","05223",18
" 680 5943A220","2012","05","Kansas              ","66204","651","05105",500
" 680 883H5416","2013","10","New York            ","10536","561","05121",22
" 680 2A339047","2013","06","Arizona             ","85014","620","05121",11
" 680 2982A670","2013","05","Connecticut         ","06256","612","05121",23
" 680 9A83437A","2013","01","Arizona             ","85014","600","05121",483
" 680 5C797589","2013","11","Massachusetts       ","02339","612","05145",89
" 680 2824W387","2013","12","Illinois            ","60657","620","05121",3428
" 680 5456X723","2012","08","Maryland            ","21046","092","05106",10
" 680 962H858A","2013","10","New York            ","11757","569","05223",667
" 680 0052P159","2012","08","Massachusetts       ","01830","090","05219",2428
" 680 2425W235","2013","10","Colorado            ","80919","620","05223",77
" 680 1040M12A","2012","04","Illinois            ","60201","620","05223",10
" 680 5007M334","2013","08","New Hampshire       ","03801","523","05145",295
" 680 9683M801","2012","08","Virginia            ","22030","612","05219",46
" 680 5932P705","2012","08","Massachusetts       ","02169","090","05219",158
" 680 408N3132","2013","09","Tennessee           ","38127","416","05121",14
" 680 5351L900","2013","08","Illinois            ","60115","612","05223",50
" 680 3481P906","2013","12","Georgia             ","30122","042","05122",45
" 680 2C773795","2012","08","California          ","92703","691","05219",834
" 680 6976L10A","2013","11","New Jersey          ","07631","612","05121",24
" 680 4572A615","2013","09","North Carolina      ","27360","665","05119",25
" 680 967H4872","2013","11","Virginia            ","24112","010","05121",6
" 680 6390B558","2012","08","Florida             ","34668","741","05121",276
" 680 2524M682","2012","05","Illinois            ","61701","612","05219",1500
" 680 2D349248","2012","08","California          ","91202","543","05119",18
" 680 7C090868","2013","12","Texas               ","77051","112","05122",799
" PACP7587C115","2012","08","Texas               ","77098","595","05122",82
" 680 4897X776","2012","02","Maryland            ","21093","092","05219",114
" 680 6081A570","2013","06","New York            ","11374","612","05223",80
" 680 2B665499","2012","01","North Carolina      ","27587","091","05102",149
" 680 3368C566","2012","02","Kansas              ","66210","719","05106",2764
" 680 180M0554","2013","09","New York            ","10803","665","05224",118
" 680 9A878550","2012","01","Nevada              ","89119","090","05102",276
" 680 3482N286","2013","04","Illinois            ","61111","620","05121",52
" 680 8305C279","2013","11","Connecticut         ","06614","970","05125",3
" 680 1988M718","2012","08","Maine               ","04104","595","05119",18
" 680 7D861048","2013","10","Alabama             ","36345","184","05125",27
" 680 3A166013","2013","06","Texas               ","76712","599","05122",11
" 680 8584P945","2012","08","Kansas              ","67114","596","05119",9
" 680 0786N448","2012","01","New Jersey          ","08201","712","05121",20
" 680 2A955133","2012","08","Colorado            ","80134","091","05119",21
" 680 3D468002","2013","07","Illinois            ","60506","169","05224",1782
" 680 7C667416","2013","01","Kentucky            ","40218","100","05122",21
" 680 3B39301A","2012","02","California          ","92311","542","05219",4903
" 680 3294R844","2013","06","Missouri            ","63109","169","05122",157
" 680 5702L520","2013","08","New Jersey          ","08007","612","05121",2
" 680 4D646970","2013","08","Illinois            ","60641","970","05223",58860
" 680 2B380802","2012","01","Maine               ","04009","091","05101",99
" 680 7635H629","2012","01","Colorado            ","80302","651","05219",15269
" 680 8298L420","2012","08","Nevada              ","89118","994","05119",25
" 680 528M8987","2012","01","New Jersey          ","08046","612","05106",120
" 680 4179R89A","2013","07","Kentucky            ","42743","571","05122",2228
" 680 9994C355","2013","04","Colorado            ","80209","596","05145",12
" 680 8D955259","2013","12","North Carolina      ","28202","620","05145",134
" 680 2088N875","2013","03","Illinois            ","60639","612","05121",84
" 680 5948X489","2012","08","New Jersey          ","07051","651","05219",1721
" 680 7A603706","2013","11","West Virginia       ","25702","134","05223",16
" 680 8945L989","2012","03","California          ","94710","926","05219",135
" 680 4C360566","2013","10","Delaware            ","19977","636","05122",25
" 680 4947M072","2012","08","Tennessee           ","38118","926","05119",42
" PACP7A678138","2012","08","Texas               ","76028","712","05233",262
" 680 1901X346","2013","02","Colorado            ","80538","676","05121",16
" 680 2992N147","2013","03","Utah                ","84103","600","05121",12
" 680 5497P033","2013","01","Nevada              ","89147","416","05224",35
" 680 3913R186","2012","07","California          ","93304","651","05119",545
" 680 3237N637","2013","04","Nevada              ","89102","136","05223",1247
" 680 4036X257","2012","08","California          ","92335","712","05219",109
" 680 2B347147","2012","08","Virginia            ","20166","712","05219",22
" 680 3C868954","2013","10","Missouri            ","64108","111","05122",82
" 680 7591X399","2012","05","Wisconsin           ","53211","651","05219",431
" 680 0C412515","2013","07","Georgia             ","30052","612","05223",193
" PACP2B016230","2012","08","Texas               ","76262","712","05122",35
" 680 6B895604","2013","04","Illinois            ","60018","592","05122",350
" 680 6400R699","2013","08","District of Columbia","20019","042","05119",20
" 680 3393T516","2013","01","Utah                ","84770","620","05121",132
" 680 148Y2363","2012","02","California          ","92582","599","05121",282
" 680 1B427205","2013","12","New York            ","10308","676","05223",635
" 680 0631R675","2012","08","Pennsylvania        ","18447","712","05219",166
" 680 8376L703","2013","12","Georgia             ","30093","636","05122",53
" 680 7266W510","2013","08","Virginia            ","23061","010","05121",289
" 680 1803C55A","2013","10","Oregon              ","97322","468","05122",558
" 680 9A660419","2012","08","Georgia             ","30060","092","05219",537
" 680 6A01320A","2012","08","Massachusetts       ","01757","741","05119",4
" 680 3437N764","2012","04","Minnesota           ","56544","745","05122",7
" 680 4A921254","2013","10","North Carolina      ","28348","010","05121",93
" 680 9A655827","2012","01","Maryland            ","21218","592","05101",45
" 680 3A017136","2013","07","Kansas              ","67010","169","05224",105
" PACP6A194029","2012","08","Texas               ","79415","060","05121",4
" 680 8607B655","2012","08","Maryland            ","20910","651","05213",394
" 680 875H6148","2013","10","Pennsylvania        ","17815","184","05121",34
" 680 8C142401","2012","08","California          ","92626","531","05219",574
" 680 8C716289","2013","05","Missouri            ","65803","100","05223",75
" 680 1B766393","2013","12","Michigan            ","48317","169","05142",21
" 680 1A536924","2012","07","New Jersey          ","07444","712","05119",50
" 680 9469N423","2013","08","Pennsylvania        ","19611","665","05121",153
" 680 8084L128","2012","08","Virginia            ","20168","651","05119",9
" 680 9688B995","2012","08","California          ","91436","661","05119",180
" 680 8C91739A","2013","02","Georgia             ","31602","676","05223",77
" 680 8431H121","2012","08","North Carolina      ","28210","459","05121",74
" 680 0C575734","2013","07","Mississippi         ","39401","571","05122",241
" 680 20E02746","2012","01","Washington          ","98004","651","05102",3
" 680 9619B191","2013","09","Texas               ","77338","599","05122",51
" 680 1C200958","2013","07","Illinois            ","60046","942","05125",60
" 680 3D959651","2013","07","Missouri            ","65584","100","05219",19
" 680 8329B257","2013","04","Utah                ","84770","676","05121",60
" 680 2A067941","2013","07","New Jersey          ","07090","639","05121",41
" 680 6855X295","2012","04","Georgia             ","30253","612","05121",11
" 680 8209P635","2012","03","California          ","90305","718","05219",9584
" 680 6D848551","2013","10","New York            ","11518","100","05145",10
" 680 7D529224","2013","10","Virginia            ","23072","169","05122",50
" 680 8B323892","2012","05","Georgia             ","31701","651","05101",23
" 680 9770P229","2013","06","Indiana             ","46060","169","05224",63
" 680 330L2424","2013","05","Wisconsin           ","53704","468","05223",566
" 680 6C713476","2013","12","Utah                ","84341","612","05223",337
" 680 6B386441","2012","03","Massachusetts       ","02131","968","05122",5
" 680 2C621855","2012","08","Illinois            ","60005","543","05102",76
" 680 8297X344","2012","04","Washington          ","98115","651","05106",15
" 680 3C812319","2012","08","New York            ","10011","719","05119",361
" PACP8C413635","2013","01","Texas               ","78250","100","05122",171
" 680 8B246882","2013","05","North Carolina      ","28213","169","05122",10
" 680 5C820665","2013","12","Alabama             ","36116","010","05121",814
" 680 6708P268","2012","02","New York            ","10595","651","05102",425
" 680 422H9879","2013","09","New York            ","11225","639","05122",21
" 680 8C69988A","2012","08","California          ","95742","712","05122",1980
" 680 3811P069","2013","03","Tennessee           ","37931","100","05121",197
" 680 7389H672","2012","01","Kansas              ","67214","651","05219",120
" 680 4A668441","2012","08","California          ","95128","573","05202",64
" PACP5A958177","2012","08","Texas               ","75040","712","05122",20
" 680 7A079049","2012","08","New York            ","12561","091","05119",28
" 680 9A232855","2013","12","Kansas              ","66048","612","05121",42
" 680 0960M969","2012","02","Washington          ","98121","599","05106",13
" 680 1954B331","2012","04","New Jersey          ","07470","090","05102",32
" PACP7599P383","2012","08","Texas               ","75202","926","05102",24
" 680 6711C526","2012","06","Pennsylvania        ","19004","090","05202",293
" 680 4701R280","2013","08","Michigan            ","48093","169","05224",586
" 680 2A30232A","2013","06","Oklahoma            ","74120","459","05121",1
" 680 5D634329","2013","09","Texas               ","75093","665","05121",1032
" 680 901H473A","2013","08","Texas               ","76541","612","05121",21
" 680 8885L675","2012","08","Washington          ","98620","994","05102",43
" 680 7940L241","2012","08","Georgia             ","30735","599","05119",82
" 680 1D413879","2013","05","Missouri            ","63303","638","05224",19
" 680 4351L625","2013","06","New York            ","12203","044","05122",16
" 680 8420A844","2013","07","New York            ","14226","639","05122",10
" 680 3B858768","2012","08","New York            ","12180","712","05121",4332
" 680 8611N631","2013","08","Ohio                ","45750","100","05254",50
" 680 0D397693","2013","03","Arizona             ","85701","600","05223",101
" 680 3397C027","2012","02","Florida             ","34744","718","05219",105
" 680 235M7470","2013","10","South Carolina      ","29615","620","05223",1127
" 680 2B576903","2013","05","New Mexico          ","87109","612","05121",172
" 680 9B330426","2013","06","Texas               ","75137","713","05122",29
" 680 4935L876","2012","07","Massachusetts       ","01983","542","05223",315
" 680 8017L189","2012","08","Illinois            ","60464","691","05219",8794
" 680 3113C533","2012","02","California          ","92201","537","05223",11589
" 680 381H0783","2012","08","Massachusetts       ","01238","651","05119",5
" 680 2483P846","2013","01","Nevada              ","89108","620","05121",105
" 680 5A964995","2013","09","South Carolina      ","29640","100","05223",83
" 680 6557H51A","2012","08","New Jersey          ","08520","651","05119",98
" 680 8149M169","2013","10","Texas               ","79411","612","05121",5
" 680 3113C533","2012","02","California          ","92201","537","05122",1060
" 680 2604C569","2012","08","New Hampshire       ","03263","091","05106",2
" 680 4C318407","2012","08","Massachusetts       ","01826","090","05119",58
" 680 6608H617","2012","08","California          ","92113","592","05106",15
" 680 0892B744","2013","12","Massachusetts       ","02764","940","05223",7
" 680 2A953521","2012","06","Georgia             ","31401","092","05219",11
" 680 2373M722","2013","05","Illinois            ","60614","620","05223",5
" 680 9405N279","2013","10","Oregon              ","97448","596","05122",5
" 680 8065C359","2012","08","Ohio                ","45202","566","05119",34
" 680 8713M953","2012","08","Illinois            ","60654","620","05223",11
" 680 9D228484","2013","12","Colorado            ","81520","100","05223",18
" 680 0730B165","2013","11","Connecticut         ","06607","612","05121",4
" 680 6849N205","2012","07","New Mexico          ","88310","712","05121",27
" 680 8C021535","2013","02","South Carolina      ","29072","100","05122",190
" 680 0E416044","2013","12","New York            ","10013","111","05122",204
" 680 5813P777","2012","02","Virginia            ","23661","712","05121",14
" 680 1B573491","2012","08","New York            ","14092","091","05219",100
" 680 3B482644","2012","08","Georgia             ","30253","712","05219",68
" 680 4510R893","2012","07","New Jersey          ","07033","712","05219",1724
" 680 59G47959","2012","06","New Jersey          ","08724","651","05101",214
" 680 4A512225","2012","07","Massachusetts       ","02178","712","05121",39
" 680 1B494125","2012","08","Nebraska            ","68134","712","05219",86
" 680 9D341770","2013","12","Maryland            ","21144","169","05122",56
" 680 1398N82A","2012","01","New Jersey          ","07064","090","05102",60
" 680 9B49732A","2012","06","California          ","95380","091","05102",50
" 680 4C072199","2012","07","New York            ","14644","091","05219",35
" 680 2598P987","2012","08","New York            ","13031","090","05202",27
" 680 6C31988A","2012","08","California          ","91405","712","05219",1488
" 680 8A057645","2012","02","Colorado            ","80903","712","05219",76
" 680 4450X419","2013","02","Tennessee           ","37207","136","05122",67
" 680 2809P193","2013","11","Texas               ","76442","042","05224",1
" 680 4331N168","2013","05","Indiana             ","47404","620","05119",900
" 680 2C919113","2013","08","Oregon              ","97470","718","05122",8
" 680 1C910956","2013","08","Illinois            ","60804","719","05121",100
" 680 5C44737A","2012","08","California          ","92543","712","05121",66
" 680 2042L083","2012","04","Connecticut         ","06033","093","05102",2
" 680 8B10511A","2012","05","Georgia             ","30114","091","05106",19
" 680 9487R813","2012","01","Oregon              ","97214","620","05121",104
" 680 322C4349","2012","08","New York            ","14886","092","05106",30
" 680 5A82289A","2012","08","Illinois            ","61832","091","05219",770
" 680 9B829919","2013","06","New York            ","13031","141","05122",10
" 680 7223C577","2013","08","Massachusetts       ","02721","042","05122",48
" 680 6B471463","2012","04","New Jersey          ","07601","456","05119",500
" 680 832C6202","2012","05","California          ","94541","651","05219",2473
" 680 2896L537","2013","07","New Hampshire       ","03878","620","05121",64
" 680 2B481951","2012","03","Illinois            ","60160","440","05121",373
" 680 644M6273","2012","08","Colorado            ","81611","620","05223",2371
" 680 2A375600","2012","06","New Jersey          ","08053","453","05119",10
" 680 3354R57A","2013","08","New York            ","10021","620","05223",790
" 680 5880H861","2013","09","Pennsylvania        ","15237","612","05121",13
" 680 4786X911","2012","08","Maryland            ","20784","620","05121",456
" 680 3895N007","2013","04","Illinois            ","60615","620","05121",29
" 680 6332N960","2012","07","California          ","90744","599","05219",42
" 680 1832N166","2012","03","Washington          ","98104","593","05119",237
" 680 8B089097","2013","05","Illinois            ","60053","542","05122",245
" 680 9779B893","2013","09","Massachusetts       ","01583","956","05223",136
" 680 0088R674","2013","04","Michigan            ","49829","922","05122",48
" 680 3860M454","2013","07","New Mexico          ","87413","841","05122",67
" 680 8C684945","2013","02","Arkansas            ","72419","137","05122",4693
" 680 9802N027","2012","05","Washington          ","99301","091","05219",12
" 680 4518M007","2012","08","New York            ","11210","651","05122",128
" 680 3B634183","2012","03","New Jersey          ","07306","599","05119",50
" 680 4417R140","2013","07","North Carolina      ","28311","620","05223",6800
" 680 8514H436","2012","02","New Jersey          ","07036","612","05121",156
" 680 3084A855","2013","06","Massachusetts       ","02540","612","05121",27
" 680 9583N19A","2013","09","Colorado            ","81505","924","05121",85
" PACP7C703991","2013","01","Texas               ","75244","100","05232",28
" 680 4651N557","2012","04","Mississippi         ","39204","599","05121",86
" 680 358M7052","2012","08","Nevada              ","89130","712","05219",181
