"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","hours_worked"
" 680 7790L559","2013","09","Vermont             ","05753","100","05122",10
" 680 9081C357","2012","01","New Jersey          ","07105","712","05219",357
" 680 6B34415A","2013","04","Indiana             ","47901","454","05224",2
" 680 2677B148","2013","07","Louisiana           ","71106","612","05121",93
" 680 9A650868","2012","08","New York            ","10543","600","05223",17
" 680 1505B390","2012","08","Florida             ","32218","651","05219",4069
" 680 2B279238","2012","02","Illinois            ","62690","572","05101",64
" 680 6C276585","2013","12","Maryland            ","21740","676","05223",352
" 680 4683C527","2013","05","Utah                ","84062","620","05121",96
" 680 2233L490","2012","08","Virginia            ","24558","712","05219",299
" 680 9D471619","2013","12","New York            ","13617","100","05219",29
" 680 2007C622","2013","12","Texas               ","75042","665","05122",30
" 680 5D263471","2013","08","Massachusetts       ","02155","111","05122",895
" 680 2130B628","2013","05","Nevada              ","89423","676","05121",7
" 680 407M2668","2013","10","Virginia            ","24541","169","05224",433
" 680 3C59785A","2013","01","Georgia             ","30060","100","05223",1342
" 680 3986N022","2012","04","Colorado            ","80741","091","05102",21
" 680 0358P216","2013","09","Texas               ","78108","468","05223",3193
" 680 6979M145","2013","10","Georgia             ","30004","044","05122",243
" 680 1B220034","2013","11","Nevada              ","89118","100","05122",195
" 680 4878L957","2012","08","California          ","90503","926","05119",27
" 680 6C873054","2013","12","Kentucky            ","40222","665","05122",4187
" 680 9C249969","2013","02","Michigan            ","48189","989","05122",25
" 680 859H1221","2013","07","Georgia             ","30318","637","05121",10
" 680 157K364A","2013","08","New York            ","10017","636","05122",32
" 680 9B185507","2013","05","Illinois            ","60609","100","05219",22
" 680 5392L691","2013","07","Nebraska            ","69001","719","05121",20
" 680 177M3756","2013","10","Texas               ","77051","595","05224",1483
" 680 4A347909","2012","07","California          ","92886","712","05219",50
" 680 9169M953","2012","08","New York            ","13057","091","05106",23
" 680 4C989436","2013","12","New Mexico          ","87102","010","05223",59
" 680 3904P784","2012","01","Virginia            ","22205","543","05106",382
" 680 1717M550","2012","08","Massachusetts       ","02136","744","05122",33
" 680 8823A762","2012","08","New Jersey          ","07643","712","05121",3
" 680 2824L542","2013","05","North Carolina      ","28311","620","05121",157
" 680 2595N69A","2013","04","Connecticut         ","06360","665","05121",15
" 680 8645R428","2012","08","New Jersey          ","07853","712","05219",7
" 680 6937L030","2013","10","Idaho               ","83333","571","05119",49
" 680 522M0169","2013","11","Georgia             ","30274","639","05121",300
" 680 3927N894","2013","06","Arizona             ","85003","620","05121",371
" 680 1B396040","2012","08","California          ","96161","712","05219",173
" 680 8410A040","2013","10","New York            ","13421","665","05121",3
" 680 6407C565","2013","07","Mississippi         ","39667","102","05223",4
" 680 7B815876","2012","08","New York            ","13039","712","05219",2
" 680 8104N356","2013","10","Mississippi         ","39211","612","05121",16
" 680 4788L651","2013","07","Texas               ","78610","416","05122",10
" 680 408N4165","2012","08","Arkansas            ","72118","092","05201",46
" 680 9143C327","2012","01","New York            ","10019","091","05219",55282
" 680 6011A684","2013","09","Kansas              ","67214","665","05122",3205
" 680 9165B152","2013","06","Minnesota           ","55011","164","05121",33
" 680 4539X580","2012","04","Arizona             ","85207","531","05219",72
" 680 7836R180","2013","05","Rhode Island        ","02909","134","05223",44
" 680 8704B363","2012","06","New York            ","11793","599","05106",10
" 680 8611M162","2013","12","Massachusetts       ","01129","044","05122",18
" 680 4875X54A","2012","02","Oregon              ","97220","091","05119",9
" 680 0D70318A","2012","08","California          ","90041","712","05219",46
" 680 5279L240","2012","08","Florida             ","33563","926","05119",382
" 680 7A33147A","2013","10","New York            ","13148","612","05121",131
" 680 8B640105","2012","06","Maryland            ","20886","620","05223",15
" 680 4344L578","2013","06","Massachusetts       ","01748","612","05223",13016
" 680 8C463743","2013","02","New York            ","11360","158","05224",1445
" 680 665M3249","2012","01","Kansas              ","66523","542","05122",4
" 680 6D210021","2013","09","Indiana             ","46254","169","05122",67
" 680 8161R46A","2013","09","Alabama             ","36609","639","05121",76
" 680 2C395374","2013","11","Georgia             ","30605","620","05121",296
" 680 1E437511","2012","08","California          ","95111","712","05219",131
" 680 0D471603","2013","03","Georgia             ","30093","945","05122",16
" 680 3B429925","2012","08","Kansas              ","67212","416","05119",30
" 680 1D485470","2013","06","Illinois            ","60614","620","05121",14
" 680 9390P189","2012","04","New Jersey          ","08817","091","05119",62
" 680 9B135320","2012","08","California          ","90010","651","05119",3080
" 680 86K62970","2013","07","New York            ","11235","665","05224",2
" 680 7969L314","2013","12","Virginia            ","22030","620","05121",386
" 680 5A74772A","2012","08","Massachusetts       ","01863","968","05122",123
" 680 2157M785","2012","04","Montana             ","59102","599","05122",7
" 680 7063M886","2013","09","New Hampshire       ","03246","593","05122",73
" 680 6687X744","2012","08","Oklahoma            ","74701","759","05119",160
" 680 9A813545","2013","01","Arizona             ","85711","665","05121",44
" 680 1984N659","2012","08","California          ","94612","712","05119",561
" 680 4D329233","2013","07","New Hampshire       ","03055","100","05219",21
" 680 6A507978","2012","08","Michigan            ","48207","620","05121",150
" 680 7366L08A","2013","10","New Jersey          ","07083","592","05122",36
" 680 7B88537A","2012","08","Pennsylvania        ","16342","749","05119",3
" 680 3478X560","2012","03","New York            ","10014","926","05122",8068
" PACP1070P789","2012","08","Texas               ","77656","994","05132",87
" 680 7970C097","2013","12","Indiana             ","46060","169","05224",269
" 680 9582H295","2012","04","New Jersey          ","08837","599","05122",26
" 680 9443H479","2013","04","Connecticut         ","06790","100","05121",28
" PACP7358N684","2012","06","Texas               ","77954","712","05233",187
" 680 4673B446","2013","09","Kentucky            ","40422","612","05223",1
" 680 4595W404","2013","07","Michigan            ","48091","569","05121",47
" 680 2088P594","2012","08","California          ","91762","712","05219",2614
" 680 385P4659","2012","05","Missouri            ","63021","651","05106",277
" 680 3720W086","2013","05","Illinois            ","60458","620","05121",103
" 680 12L70820","2012","07","Mississippi         ","38614","518","05121",14
" 680 3A275832","2012","08","Virginia            ","20110","926","05101",163
" 680 6B437562","2013","03","Nevada              ","89502","600","05223",1012
" 680 6774B020","2013","02","New Mexico          ","87105","612","05121",26
" 680 6852M804","2013","09","Massachusetts       ","02346","924","05121",25
" 680 8863R862","2013","09","Vermont             ","05301","676","05223",1462
" 680 0C288296","2013","06","Texas               ","75204","100","05232",13
" 680 4A84750A","2012","08","Pennsylvania        ","18702","612","05121",21
" 680 5473M818","2012","07","California          ","90003","651","05219",140
" 680 1176X224","2013","12","Texas               ","75041","665","05122",27
" 680 2344C546","2013","12","Wisconsin           ","53703","620","05121",285
" 680 6D268280","2013","09","Utah                ","84104","983","05223",12
" 680 6859P845","2012","02","Illinois            ","62526","543","05219",4
" 680 3751T810","2012","07","New York            ","10013","546","05119",25
" 680 7C847476","2013","02","Indiana             ","46254","676","05121",14
" 680 7D421589","2013","10","Mississippi         ","39204","543","05224",172
" 680 2254A943","2013","05","Connecticut         ","06066","989","05122",71
" 680 5D021482","2013","08","Georgia             ","39837","974","05122",5
" 680 9A917045","2012","08","Illinois            ","60134","620","05223",2525
" 680 5556P93A","2012","08","Mississippi         ","38804","091","05219",14
" 680 863W9771","2013","09","New York            ","10510","612","05122",3
" 680 7B55145A","2013","05","Arizona             ","85258","620","05121",41
" 680 511H5690","2013","12","New York            ","11580","440","05223",1159
" 680 9662N597","2012","08","California          ","91748","091","05102",189
" 680 7506M886","2013","10","Colorado            ","80014","620","05119",250
" 680 8235X784","2012","08","Idaho               ","83501","712","05219",144
" 680 2575C385","2013","12","North Carolina      ","27410","620","05121",73
" 680 6A559625","2012","08","New York            ","10002","599","05102",32
" 680 1C876184","2013","09","Georgia             ","30340","620","05223",38
" 680 856Y4304","2013","04","North Carolina      ","28403","612","05121",90
" 680 7601L789","2013","11","New Hampshire       ","03838","169","05224",2
" 680 2935L856","2013","05","South Carolina      ","29715","100","05219",2
" 680 6B775108","2012","08","Georgia             ","31052","742","05119",6
" 680 9197R902","2013","10","Texas               ","77477","169","05224",180
" 680 7D496274","2013","12","Pennsylvania        ","19611","010","05121",833
" 680 3D778471","2012","08","California          ","91605","712","05219",9833
" 680 7C575269","2013","04","Iowa                ","50201","091","05224",203
" 680 9A430097","2012","02","California          ","93117","599","05106",39
" 680 470W4570","2012","01","Tennessee           ","37066","651","05102",3
" 680 1C783601","2013","08","New York            ","12801","091","05122",39
" 680 7D873902","2013","10","New York            ","10010","112","05122",87
" 680 7157H363","2013","12","New York            ","10583","665","05122",5
" 680 7964N463","2012","08","New Hampshire       ","03101","090","05101",1
" 680 673M0339","2012","01","North Dakota        ","58251","940","05119",38
" 680 8610M48A","2012","01","Montana             ","59901","600","05121",25
" 680 854N5358","2013","03","Arizona             ","85204","612","05121",275
" 680 6B294491","2012","05","New Jersey          ","07606","749","05119",487
" 680 3121L207","2012","08","Oregon              ","97128","562","05219",206
" 680 4546C858","2012","05","Michigan            ","48170","719","05219",2668
" 680 7856P134","2013","03","Illinois            ","60803","620","05121",185
" 680 2D283612","2013","05","New York            ","14564","719","05224",3072
" 680 8272L385","2012","02","Arkansas            ","72201","926","05119",27
" 680 7C424418","2012","08","California          ","92692","712","05219",38
" 680 4231A243","2013","11","South Carolina      ","29501","612","05121",6
" 680 3311N983","2012","08","Connecticut         ","06851","543","05121",87
" 680 1A415407","2012","05","New York            ","12581","712","05219",73
" 680 0C205274","2013","10","Colorado            ","80138","010","05223",389
" 680 3751T810","2012","07","New Jersey          ","08861","546","05122",522
" 680 9714R774","2012","01","Oregon              ","97814","749","05121",94
" 680 4448N727","2012","08","California          ","94563","651","05119",64
" 680 2004P692","2013","11","Pennsylvania        ","19020","984","05223",23
" 680 5C144124","2013","10","Minnesota           ","55454","123","05122",120
" 680 7C397516","2013","02","New York            ","13219","454","05122",34
" 680 8939M929","2012","01","Arizona             ","85701","719","05121",20
" 680 8485P722","2013","03","Illinois            ","60649","620","05121",18
" 680 9490C036","2012","08","Alabama             ","35802","091","05122",50
" 680 4D19735A","2013","09","Colorado            ","80526","010","05224",350
" 680 9C399972","2013","03","Oregon              ","97015","100","05213",101
" 680 9454P546","2013","04","Ohio                ","44012","915","05223",11
" 680 271M9215","2013","10","Indiana             ","46324","719","05224",206
" 680 8083N786","2012","08","Massachusetts       ","02149","090","05219",12
" 680 3A726948","2013","06","Illinois            ","60077","612","05223",25
" 680 4A19780A","2013","08","Washington          ","98275","416","05122",133
" 680 5A286528","2012","08","Colorado            ","81631","712","05219",94
" 680 9289C931","2013","01","Utah                ","84115","155","05121",13
" 680 357C3470","2013","11","New York            ","12443","141","05122",23
" 680 3834A401","2013","09","Georgia             ","30904","966","05122",50
" 680 0303P900","2013","10","Colorado            ","80203","169","05121",11
" 680 8882M853","2013","11","North Carolina      ","28803","913","05223",449
" 680 9034R18A","2012","08","California          ","94611","712","05219",95
" 680 7105L051","2013","10","Louisiana           ","71241","676","05121",3
" 680 1C526436","2013","09","North Carolina      ","27560","454","05121",106
" 680 198K1646","2013","08","Illinois            ","60181","612","05121",22
" PACP6676B745","2012","02","Texas               ","77546","040","05233",41
" 680 0C811538","2012","08","Florida             ","34109","712","05219",209
" 680 7795P173","2012","08","New York            ","14304","542","05122",122
" 680 1A589801","2012","05","New Jersey          ","07522","712","05219",9
" 680 2A025372","2012","05","Illinois            ","60181","747","05122",19
" 680 7D91326A","2013","11","New York            ","12603","100","05121",23
" 680 2B013983","2013","12","Louisiana           ","71351","665","05122",14
" 680 2526C840","2013","12","Mississippi         ","39232","612","05121",18
" 680 501Y9622","2013","10","Colorado            ","80122","612","05223",64
" 680 370Y687A","2012","08","California          ","94611","651","05119",170
" 680 2D172346","2013","07","North Carolina      ","27610","112","05122",2
" 680 4D852894","2013","08","Oregon              ","97223","156","05122",5
" 680 7939C900","2013","10","Missouri            ","65806","599","05145",106
" 680 1506M088","2013","04","Illinois            ","60625","620","05121",142
" 680 7587H603","2012","08","Florida             ","32804","599","05101",229
" 680 0D852577","2013","05","Texas               ","77014","665","05122",10
" 680 8D304463","2013","11","Pennsylvania        ","18052","169","05224",20
" 680 502Y6140","2013","10","Colorado            ","80218","620","05223",11
" 680 4834C070","2013","05","Colorado            ","81501","597","05223",70
" 680 8567N037","2013","09","Georgia             ","30060","112","05121",253
" 680 9315L399","2012","08","New York            ","14414","596","05106",33
" 680 7B887940","2013","04","Indiana             ","47885","042","05224",3608
" 680 5369N433","2013","05","Wisconsin           ","54847","044","05145",44
" 680 2659C175","2012","02","Utah                ","84047","599","05219",63
" 680 6342N676","2013","08","Tennessee           ","38320","010","05121",76
" 680 1D955889","2013","05","Massachusetts       ","02151","620","05121",1247
" 680 2042R286","2013","06","North Carolina      ","28305","636","05122",13
" 680 4D616953","2013","09","Colorado            ","80128","665","05122",19
" 680 6833X069","2012","08","California          ","94702","091","05119",25
" 680 8904A875","2013","11","North Carolina      ","27104","010","05121",100
" 680 7B675365","2012","05","California          ","91335","712","05219",1382
" 680 2487P218","2012","08","Michigan            ","48219","712","05119",25
" 680 3089P945","2012","08","California          ","95336","572","05101",126
" 680 8284N812","2012","08","Missouri            ","65616","599","05119",1
" 680 8654P779","2012","05","Florida             ","33602","651","05219",1703
" 680 7966N769","2013","08","Texas               ","76522","147","05121",7
" 680 8635X454","2012","04","Vermont             ","05495","756","05119",71
" 680 9770P229","2013","06","Indiana             ","46037","169","05224",15
" 680 2017C916","2013","09","Utah                ","84111","612","05121",25
" 680 3B518762","2012","03","New Jersey          ","08610","093","05102",25
" 680 2284M276","2013","03","New Mexico          ","88220","169","05122",11
" 680 2225P697","2012","08","California          ","92253","651","05219",2320
" 680 3A977031","2012","08","California          ","94121","691","05202",648
" 680 2798R090","2013","06","Missouri            ","63069","169","05122",24926
" 680 8D110865","2013","11","Alabama             ","35773","169","05145",28
" PACP6722P877","2012","02","Texas               ","79936","712","05121",149
" 680 7C851127","2013","02","Missouri            ","64030","580","05119",67425
" 680 8448A761","2012","07","Massachusetts       ","02472","712","05219",116
" 680 2675W617","2013","12","Illinois            ","60603","620","05121",6
" 680 0E410550","2013","12","New Jersey          ","08037","620","05223",12120
" 680 5556P93A","2012","01","Mississippi         ","38804","091","05219",2
" 680 8962L415","2012","08","New York            ","11803","599","05119",44
" 680 9174L248","2012","04","Utah                ","84101","691","05201",4632
" 680 2877R646","2013","08","Maine               ","04009","100","05219",55
" 680 2216X814","2012","01","Maine               ","04861","712","05219",11
" 680 6D002582","2013","09","Washington          ","98684","665","05122",5608
" 680 7049N863","2012","08","California          ","94546","620","05121",108
" 680 6395R845","2013","08","North Carolina      ","27344","010","05121",16
" 680 6117C630","2013","07","Massachusetts       ","01949","620","05121",21
" 680 8872B44A","2012","06","New York            ","10017","651","05119",13
" 680 4318X795","2012","08","New York            ","10014","592","05102",5
" 680 8723N303","2012","08","Indiana             ","46227","651","05106",100
" 680 0C016254","2013","06","Arizona             ","85014","665","05122",9
" 680 8655B339","2013","05","Connecticut         ","06074","612","05121",26
" 680 8811N942","2013","08","Montana             ","59102","676","05119",80
" 680 8705R792","2013","08","Texas               ","75751","169","05121",244
" 680 3A585809","2012","08","Illinois            ","60618","691","05201",6456
" 680 7301P491","2012","08","Massachusetts       ","01843","749","05119",83
" 680 3D223742","2013","06","Connecticut         ","06033","974","05223",9
" 680 2498L793","2012","08","Mississippi         ","39440","651","05102",25
" 680 7959X856","2012","06","Massachusetts       ","01040","599","05119",58
" 680 4028N481","2012","04","California          ","90706","599","05119",50
" 680 3C26377A","2013","04","Georgia             ","30080","612","05121",33
" 680 4B383105","2012","08","Alabama             ","35801","712","05219",13
" 680 8135N959","2012","08","Maine               ","04062","090","05201",305
" 680 7B078847","2012","05","Maryland            ","20745","712","05121",673
" 680 0D508570","2013","04","Kentucky            ","40513","620","05121",817
" 680 3164C103","2012","02","New York            ","11735","600","05121",168
" 680 4273A720","2013","12","West Virginia       ","26505","612","05121",502
" 680 6312P434","2012","03","California          ","94404","620","05121",110
" 680 970J8746","2013","10","Virginia            ","22153","169","05224",20
" 680 8725C065","2013","12","Illinois            ","60614","620","05121",190
" 680 86K03030","2013","06","Ohio                ","44128","612","05121",121
" 680 9B598222","2013","07","Michigan            ","48154","612","05121",515
" 680 434R2985","2012","05","New York            ","10007","651","05119",8
" 680 6188B344","2012","01","Maryland            ","20876","091","05102",50
" 680 6601N41A","2013","05","Indiana             ","47401","620","05121",705
" 680 9256C820","2013","02","Colorado            ","81301","620","05121",46
" 680 9641M43A","2013","10","Pennsylvania        ","19130","620","05223",426
" 680 7759X465","2013","04","North Carolina      ","28036","620","05121",302
" 680 1494N369","2012","03","New York            ","11215","599","05102",7
" 680 4136R065","2013","08","Pennsylvania        ","15044","416","05119",15
" 680 5030B985","2013","11","Colorado            ","81632","620","05121",71
" 680 1494N369","2012","03","New York            ","11215","599","05106",10
" 680 1131N478","2013","04","Michigan            ","48234","543","05223",153
" 680 8C353068","2013","01","Tennessee           ","37203","612","05121",61
" PACP0662P367","2012","08","Texas               ","75201","712","05233",38
" 680 0C095554","2013","06","Illinois            ","60612","620","05121",95
" PACP1801C082","2012","05","Texas               ","75238","553","05101",2384
" 680 1481W211","2013","06","New York            ","10474","503","05223",86693
" 680 8619X626","2013","04","Illinois            ","60173","639","05122",52
" 680 9B894637","2013","11","Illinois            ","60622","620","05121",50
" 680 9D317794","2013","12","Oklahoma            ","73159","169","05224",133
" 680 386M3991","2013","11","New York            ","10469","042","05122",19
" 680 8364B407","2012","08","Massachusetts       ","01354","712","05121",7
" 680 7C662783","2013","01","North Carolina      ","27804","169","05121",19
" 680 8135N959","2012","08","Maine               ","04062","090","05219",3
" 680 2935L856","2013","05","South Carolina      ","29715","100","05213",14
" 680 4971X772","2012","03","California          ","93063","712","05219",4
" 680 8440P81A","2012","08","New Jersey          ","08807","712","05219",418
" 680 2D967259","2013","06","Kansas              ","66203","100","05122",57
" 680 8573H319","2012","02","Utah                ","84119","612","05121",39
" 680 3180M10A","2012","05","New Jersey          ","08060","712","05119",25
" 680 7036L760","2013","10","Tennessee           ","37172","988","05125",88
" 680 3530M698","2012","08","California          ","92123","091","05119",2
" 680 8151L62A","2012","08","Nebraska            ","69343","718","05106",29
" 680 3206W780","2013","01","South Carolina      ","29605","620","05121",157
" 680 3232X050","2012","02","Arkansas            ","72032","712","05219",10
" 680 9155L615","2012","02","New Mexico          ","87109","456","05119",91
" 680 208M3116","2013","10","Colorado            ","80903","639","05121",46
" 680 7A387095","2013","10","New Jersey          ","07110","636","05121",15
" 680 7B465349","2013","04","Wisconsin           ","54303","714","05122",72
" 680 0668M762","2012","03","Virginia            ","23106","712","05122",211
" 680 8C600011","2013","03","New York            ","10028","135","05122",132
" 680 3853N759","2013","06","Illinois            ","60634","169","05122",871
" 680 4634X927","2012","04","Colorado            ","80003","651","05119",12
" 680 3D073679","2013","09","Nebraska            ","68845","665","05122",5
" PACP0318R773","2012","05","Texas               ","75232","416","05101",2
" 680 213M0970","2012","08","Minnesota           ","56258","719","05106",42
" 680 401H8763","2013","08","Louisiana           ","71047","042","05121",44
" 680 3576M781","2013","06","North Carolina      ","28305","010","05121",40
" 680 6A782208","2013","10","Colorado            ","80214","100","05219",25
" 680 5934X682","2012","08","California          ","90021","599","05119",7090
" 680 1763C675","2013","10","Vermont             ","05672","612","05121",131
" 680 201M0911","2012","08","California          ","94580","713","05102",12
" 680 8264X466","2013","05","Indiana             ","46241","416","05122",27
" 680 7220R115","2012","08","New Jersey          ","07626","599","05219",694
" 680 98K77874","2013","09","New York            ","10924","612","05223",37
" 680 3B853306","2012","03","Illinois            ","60120","712","05119",10
" PACP7194R824","2012","08","Texas               ","76108","712","05122",169
" 680 4A828902","2012","08","California          ","90005","620","05121",250
" 680 3B888527","2013","08","North Carolina      ","28216","676","05121",20
" 680 332P4095","2013","07","New York            ","11218","010","05224",8993
" 680 8A315386","2013","10","New Jersey          ","07502","010","05223",2249
" 680 8B522094","2013","06","New Jersey          ","07105","841","05122",269
" 680 3523P096","2013","12","Illinois            ","60108","456","05122",7782
" 680 3A44547A","2012","05","Colorado            ","80401","712","05219",39
" 680 1D321832","2013","05","Texas               ","78731","998","05122",39
" 680 6C188641","2013","12","Minnesota           ","55448","169","05122",34
" 680 8A600425","2013","10","North Carolina      ","27407","156","05122",20
" 680 408N4165","2013","10","Arkansas            ","71913","169","05224",1
" 680 1C140908","2013","07","Washington          ","98028","612","05121",7
" 680 5093R058","2012","07","New York            ","10020","612","05122",14
" 680 3059X33A","2012","08","Indiana             ","46268","742","05119",50
" 680 5964N768","2012","06","Illinois            ","60619","091","05101",100
" 680 6510C476","2013","06","Connecticut         ","06489","913","05223",714
" 680 9289C931","2013","01","Utah                ","84115","155","05122",26
" 680 9090N806","2012","08","Massachusetts       ","02332","090","05219",189
" 680 2B955896","2012","02","Tennessee           ","37211","090","05219",326
" 680 8447H038","2012","01","Nebraska            ","68066","719","05223",247
" 680 7304M293","2012","08","Wisconsin           ","53202","620","05223",75
" 680 3218X934","2012","08","Georgia             ","30047","712","05219",123
" 680 3D255426","2013","07","Connecticut         ","06705","676","05223",1153
" 680 5519N311","2013","05","Connecticut         ","06359","984","05223",407
" 680 8645P408","2012","05","West Virginia       ","25177","090","05102",88
" 680 8D261495","2013","11","Maryland            ","21230","100","05122",317
" 680 1B673244","2013","11","Georgia             ","31768","612","05121",40
" 680 1992X805","2013","01","Tennessee           ","37207","989","05122",58
" 680 1A574387","2013","07","Massachusetts       ","02367","984","05122",10
" 680 2C934362","2012","08","California          ","92663","612","05219",17
" 680 600D8918","2013","07","New York            ","10512","665","05122",9
" 680 6B393665","2013","03","New Mexico          ","88001","600","05121",43
" 680 1B931471","2012","08","Florida             ","32953","712","05219",296
" 680 7B16680A","2012","08","Pennsylvania        ","19120","612","05121",539
" 680 813D3018","2013","02","Utah                ","84770","620","05121",141
" 680 7003W691","2012","07","Connecticut         ","06457","599","05121",34
" 680 8C926717","2013","08","New York            ","10021","841","05224",256
" 680 2903N315","2012","03","New York            ","14718","712","05122",1131
" 680 3B614160","2012","02","Minnesota           ","55449","712","05119",111
" 680 2D823184","2013","06","Illinois            ","60014","612","05121",119
" 680 0591R593","2012","08","Massachusetts       ","01752","090","05219",340
" 680 8565L028","2012","02","California          ","94043","712","05219",1165
" 680 2542X171","2012","01","Virginia            ","22079","712","05122",14101
" 680 0D952042","2012","08","California          ","92243","712","05122",47
" 680 7D520475","2013","11","Nebraska            ","69301","169","05145",40
" 680 6A559625","2012","08","New York            ","10002","599","05219",20
" 680 2C116513","2013","09","North Carolina      ","27502","620","05121",944
" 680 6596L175","2012","08","Connecticut         ","06515","719","05219",266
" PACP5820P302","2012","01","Texas               ","76116","712","05233",2070
" 680 6129W277","2013","09","Kansas              ","66210","612","05223",164
" 680 2D159060","2013","05","Colorado            ","80863","620","05121",447
" 680 5049M085","2013","07","Indiana             ","46706","010","05122",14
" 680 1379M765","2013","04","Tennessee           ","37067","665","05122",45
" 680 4D211335","2013","08","Rhode Island        ","02879","639","05122",9
" 680 9A566277","2012","01","Nevada              ","89117","612","05121",96
" 680 7B94777A","2012","05","New Jersey          ","07201","091","05102",86
" PACP3055P272","2012","08","Texas               ","77386","994","05132",93
" 680 668M8815","2012","08","Georgia             ","30046","713","05119",85
" 680 5432L797","2012","08","Arizona             ","85233","926","05119",213
" 680 6569B64A","2012","01","Ohio                ","43205","651","05119",22
" 680 4C095373","2012","08","California          ","94704","091","05119",23
" 680 241L2418","2012","08","West Virginia       ","26505","651","05106",29
" 680 0668M762","2012","03","Virginia            ","23106","712","05119",44
" 680 6928M803","2012","08","Delaware            ","19803","651","05219",52
" 680 8589C536","2013","03","Illinois            ","60062","620","05121",434
" 680 5A355575","2012","08","California          ","92804","651","05219",121
" 680 5744M113","2012","06","New Jersey          ","07030","090","05121",25
" 680 633D0307","2012","08","Connecticut         ","06830","599","05102",1352
" 680 3166C262","2012","03","Mississippi         ","39401","612","05119",5017
" 680 1704R381","2013","05","Wisconsin           ","53081","612","05122",64
" 680 2252L756","2012","04","Massachusetts       ","02116","651","05119",91
" 680 9B778718","2013","08","Illinois            ","60714","913","05122",51
" 680 2B703785","2012","01","Washington          ","98052","090","05119",31
" 680 9A935782","2013","06","Michigan            ","48075","164","05122",5
" 680 6296L117","2013","09","Maryland            ","21207","010","05121",44
" 680 1478X620","2012","02","Washington          ","98271","712","05219",92
" PACP9008L314","2012","08","Texas               ","76901","031","05132",53
" 680 8254C411","2013","12","Georgia             ","30577","665","05224",552
" 680 3689M831","2012","03","North Carolina      ","28459","712","05219",65
" PACP9997C173","2012","03","Texas               ","75231","665","05122",156
" 680 7294P618","2012","08","Missouri            ","64106","592","05119",48
" 680 0D380385","2013","03","Illinois            ","60540","676","05223",71
" PACP6489P092","2012","02","Texas               ","76107","030","05233",7
" 680 9D706658","2013","12","South Carolina      ","29708","169","05121",551
" 680 8910M647","2013","12","Texas               ","75763","641","05224",354
" 680 9089P692","2012","05","District of Columbia","20012","691","05106",6
" 680 3C694882","2013","10","New Jersey          ","07033","612","05121",111
" 680 8D504553","2013","12","Alabama             ","35405","676","05121",31
" 680 4C446374","2013","10","Georgia             ","30096","169","05122",100
" 680 0185T562","2013","09","Texas               ","76201","147","05121",300
" 680 920H4468","2012","08","Vermont             ","05156","599","05119",58
" 680 8B012186","2012","08","California          ","91758","599","05219",904
" 680 7338C412","2013","09","Alabama             ","35630","639","05121",22
" 680 3B88517A","2012","03","California          ","92117","712","05219",107
" 680 4961B536","2012","08","New Jersey          ","08501","651","05102",50
" 680 8982L739","2012","08","Pennsylvania        ","15301","612","05121",42
" 680 0C172994","2013","07","Louisiana           ","71270","718","05121",20
" 680 2844P865","2013","12","Illinois            ","60447","169","05224",60
" 680 0122R79A","2012","08","Georgia             ","30329","416","05101",297
" 680 408N4165","2013","10","Arkansas            ","72015","169","05224",40
" 680 408N4165","2013","10","Arkansas            ","72761","169","05224",1
" 680 6A771279","2012","08","California          ","95126","651","05201",329
" 680 3B973691","2013","02","Colorado            ","80525","600","05121",56
" 680 8299P403","2012","08","Illinois            ","60477","926","05119",256
" 680 3544P946","2012","08","Illinois            ","60409","712","05121",28
" 680 7333L730","2013","12","Tennessee           ","37211","924","05223",692
" 680 6838C389","2012","03","New York            ","10022","651","05119",198
" 680 8645P408","2012","05","West Virginia       ","25526","090","05219",50
" 680 4A698039","2012","08","California          ","91789","719","05119",14
" 680 2572M667","2012","08","Florida             ","32301","712","05219",10
" 680 7B943886","2012","08","Iowa                ","50613","091","05102",318
" PACP1938N735","2012","02","Texas               ","75006","562","05121",36
" 680 8998X370","2012","08","Illinois            ","60642","712","05219",52
" 680 3639C414","2012","08","Massachusetts       ","02482","651","05219",2061
" 680 7286N149","2013","07","Montana             ","59044","641","05121",227
" 680 6577M501","2013","11","Wyoming             ","82001","612","05121",129
" 680 830Y0095","2012","05","District of Columbia","20017","091","05106",9
" 680 248M4378","2013","10","Texas               ","75034","169","05121",589
" 680 7047R523","2013","09","Maryland            ","21202","599","05121",37
" 680 3A006921","2013","07","Arkansas            ","72015","152","05122",10
" 680 1648M146","2012","03","Arizona             ","85018","712","05122",20
" 680 2A047063","2012","05","California          ","92037","091","05119",180
" 680 1B940676","2013","12","Illinois            ","62703","620","05121",41
" 680 5828P465","2012","03","Virginia            ","24179","092","05219",5
" 680 9A376236","2013","12","Illinois            ","60614","620","05121",10
" 680 1095M652","2012","03","Oklahoma            ","73013","712","05219",30
" 680 7961R175","2012","08","Massachusetts       ","01604","090","05202",10
" 680 820D8900","2012","08","Connecticut         ","06604","599","05119",200
" 680 685W6708","2012","01","Utah                ","84107","091","05119",13
" 680 7028P758","2012","02","Illinois            ","60123","620","05121",50
" 680 4D374253","2013","07","North Carolina      ","27612","010","05121",5
" 680 3C177541","2013","09","Nevada              ","89115","010","05121",65
